"actCode","actLabel","subjectID","feature_name","feature_value"
5,"STANDING",22,"tBodyAcc-mean-Y",-0.0168273604077383
5,"STANDING",23,"tBodyAcc-mean-Y",-0.019589258786828
5,"STANDING",25,"tBodyAcc-mean-Y",-0.0185440541740351
6,"LAYING",25,"tBodyAcc-mean-Y",-0.0232940871262687
6,"LAYING",26,"tBodyAcc-mean-Y",-0.0161687277463495
6,"LAYING",27,"tBodyAcc-mean-Y",-0.0167969215592152
6,"LAYING",28,"tBodyAcc-mean-Y",-0.0191721442063089
6,"LAYING",29,"tBodyAcc-mean-Y",-0.018471953048314
6,"LAYING",30,"tBodyAcc-mean-Y",-0.0175856077340209
1,"WALKING",2,"tBodyAcc-mean-Z",-0.115649958175497
1,"WALKING",4,"tBodyAcc-mean-Z",-0.107521430810726
1,"WALKING",9,"tBodyAcc-mean-Z",-0.101233826213889
1,"WALKING",10,"tBodyAcc-mean-Z",-0.111301532185714
1,"WALKING",12,"tBodyAcc-mean-Z",-0.106649116775
1,"WALKING",13,"tBodyAcc-mean-Z",-0.108167276572637
2,"WALKING_UPSTAIRS",1,"tBodyAcc-mean-Z",-0.108975792340125
2,"WALKING_UPSTAIRS",13,"tBodyAcc-mean-Z",-0.110679490349206
2,"WALKING_UPSTAIRS",18,"tBodyAcc-mean-Z",-0.108112251068681
2,"WALKING_UPSTAIRS",20,"tBodyAcc-mean-Z",-0.108029145824294
2,"WALKING_UPSTAIRS",24,"tBodyAcc-mean-Z",-0.107914503687664
3,"WALKING_DOWNSTAIRS",1,"tBodyAcc-mean-Z",-0.0949711475357143
3,"WALKING_DOWNSTAIRS",3,"tBodyAcc-mean-Z",-0.106492632429097
3,"WALKING_DOWNSTAIRS",5,"tBodyAcc-mean-Z",-0.105661736816887
3,"WALKING_DOWNSTAIRS",6,"tBodyAcc-mean-Z",-0.11599454136
3,"WALKING_DOWNSTAIRS",7,"tBodyAcc-mean-Z",-0.112492375388312
3,"WALKING_DOWNSTAIRS",8,"tBodyAcc-mean-Z",-0.109837952176471
4,"SITTING",8,"tBodyAcc-mean-Z",-0.105083983984358
4,"SITTING",11,"tBodyAcc-mean-Z",-0.108941761642405
4,"SITTING",14,"tBodyAcc-mean-Z",-0.100985935692074
4,"SITTING",15,"tBodyAcc-mean-Z",-0.112563587594512
4,"SITTING",16,"tBodyAcc-mean-Z",-0.107263924445355
4,"SITTING",17,"tBodyAcc-mean-Z",-0.110020373493849
5,"STANDING",17,"tBodyAcc-mean-Z",-0.107088805592233
5,"STANDING",19,"tBodyAcc-mean-Z",-0.118277180099383
5,"STANDING",21,"tBodyAcc-mean-Z",-0.10877848058848
5,"STANDING",22,"tBodyAcc-mean-Z",-0.108670376782866
5,"STANDING",23,"tBodyAcc-mean-Z",-0.109093982385242
5,"STANDING",25,"tBodyAcc-mean-Z",-0.109293279122807
6,"LAYING",25,"tBodyAcc-mean-Z",-0.111342868820896
6,"LAYING",26,"tBodyAcc-mean-Z",-0.107637894928571
6,"LAYING",27,"tBodyAcc-mean-Z",-0.110848300413564
6,"LAYING",28,"tBodyAcc-mean-Z",-0.109710873104188
6,"LAYING",29,"tBodyAcc-mean-Z",-0.108675612269477
6,"LAYING",30,"tBodyAcc-mean-Z",-0.10589355727859
1,"WALKING",2,"tBodyAcc-std-X",-0.605586497159271
1,"WALKING",4,"tBodyAcc-std-X",-0.605211727785489
1,"WALKING",9,"tBodyAcc-std-X",-0.555656544538194
1,"WALKING",10,"tBodyAcc-std-X",-0.537807711163265
1,"WALKING",12,"tBodyAcc-std-X",-0.583962207065
1,"WALKING",13,"tBodyAcc-std-X",-0.685015769826368
2,"WALKING_UPSTAIRS",1,"tBodyAcc-std-X",-0.584539467328931
2,"WALKING_UPSTAIRS",13,"tBodyAcc-std-X",-0.52885689484127
2,"WALKING_UPSTAIRS",18,"tBodyAcc-std-X",-0.694616884972527
2,"WALKING_UPSTAIRS",20,"tBodyAcc-std-X",-0.60484669490339
2,"WALKING_UPSTAIRS",24,"tBodyAcc-std-X",-0.675459176298425
3,"WALKING_DOWNSTAIRS",1,"tBodyAcc-std-X",-0.10438892475
3,"WALKING_DOWNSTAIRS",3,"tBodyAcc-std-X",-0.623413602046921
3,"WALKING_DOWNSTAIRS",5,"tBodyAcc-std-X",-0.507691011391722
3,"WALKING_DOWNSTAIRS",6,"tBodyAcc-std-X",-0.505086085072062
3,"WALKING_DOWNSTAIRS",7,"tBodyAcc-std-X",-0.577518324748052
3,"WALKING_DOWNSTAIRS",8,"tBodyAcc-std-X",-0.723806131323529
4,"SITTING",8,"tBodyAcc-std-X",-0.502699525770391
4,"SITTING",11,"tBodyAcc-std-X",-0.58947649779557
4,"SITTING",14,"tBodyAcc-std-X",-0.611671118216099
4,"SITTING",15,"tBodyAcc-std-X",-0.556541173089329
4,"SITTING",16,"tBodyAcc-std-X",-0.668161498298634
4,"SITTING",17,"tBodyAcc-std-X",-0.726604261136226
5,"STANDING",17,"tBodyAcc-std-X",-0.304479616925534
5,"STANDING",19,"tBodyAcc-std-X",-0.574658922919194
5,"STANDING",21,"tBodyAcc-std-X",-0.672323867377451
5,"STANDING",22,"tBodyAcc-std-X",-0.546089975548692
5,"STANDING",23,"tBodyAcc-std-X",-0.622594039757258
5,"STANDING",25,"tBodyAcc-std-X",-0.787137363888889
6,"LAYING",25,"tBodyAcc-std-X",-0.35449578219403
6,"LAYING",26,"tBodyAcc-std-X",-0.623101031168367
6,"LAYING",27,"tBodyAcc-std-X",-0.660976085218085
6,"LAYING",28,"tBodyAcc-std-X",-0.649040391307853
6,"LAYING",29,"tBodyAcc-std-X",-0.574295395364826
6,"LAYING",30,"tBodyAcc-std-X",-0.615890785389034
1,"WALKING",2,"tBodyAcc-std-Y",-0.428962986589404
1,"WALKING",4,"tBodyAcc-std-Y",-0.509929384011325
1,"WALKING",9,"tBodyAcc-std-Y",-0.5758878952125
1,"WALKING",10,"tBodyAcc-std-Y",-0.497405885644898
1,"WALKING",12,"tBodyAcc-std-Y",-0.522040023435
1,"WALKING",13,"tBodyAcc-std-Y",-0.570516379262438
2,"WALKING_UPSTAIRS",1,"tBodyAcc-std-Y",-0.39909289878558
2,"WALKING_UPSTAIRS",13,"tBodyAcc-std-Y",-0.254675172748413
2,"WALKING_UPSTAIRS",18,"tBodyAcc-std-Y",-0.627117507326923
2,"WALKING_UPSTAIRS",20,"tBodyAcc-std-Y",-0.369336706508757
2,"WALKING_UPSTAIRS",24,"tBodyAcc-std-Y",-0.582490655185302
3,"WALKING_DOWNSTAIRS",1,"tBodyAcc-std-Y",-0.0102461790107143
3,"WALKING_DOWNSTAIRS",3,"tBodyAcc-std-Y",-0.480015920697654
3,"WALKING_DOWNSTAIRS",5,"tBodyAcc-std-Y",-0.402724906078146
3,"WALKING_DOWNSTAIRS",6,"tBodyAcc-std-Y",-0.368403670137262
3,"WALKING_DOWNSTAIRS",7,"tBodyAcc-std-Y",-0.546403365345779
3,"WALKING_DOWNSTAIRS",8,"tBodyAcc-std-Y",-0.536087268205882
4,"SITTING",8,"tBodyAcc-std-Y",-0.242994007530726
4,"SITTING",11,"tBodyAcc-std-Y",-0.490379346996835
4,"SITTING",14,"tBodyAcc-std-Y",-0.374730765205077
4,"SITTING",15,"tBodyAcc-std-Y",-0.481679537956006
4,"SITTING",16,"tBodyAcc-std-Y",-0.649947067892896
4,"SITTING",17,"tBodyAcc-std-Y",-0.69873479216917
5,"STANDING",17,"tBodyAcc-std-Y",-0.228089685806311
5,"STANDING",19,"tBodyAcc-std-Y",-0.507035084992639
5,"STANDING",21,"tBodyAcc-std-Y",-0.565585190336299
5,"STANDING",22,"tBodyAcc-std-Y",-0.491188426241526
5,"STANDING",23,"tBodyAcc-std-Y",-0.532078546615699
5,"STANDING",25,"tBodyAcc-std-Y",-0.611614171529825
6,"LAYING",25,"tBodyAcc-std-Y",-0.122076968631343
6,"LAYING",26,"tBodyAcc-std-Y",-0.585967142418112
6,"LAYING",27,"tBodyAcc-std-Y",-0.630460488658511
6,"LAYING",28,"tBodyAcc-std-Y",-0.573651895933508
6,"LAYING",29,"tBodyAcc-std-Y",-0.598400275636657
6,"LAYING",30,"tBodyAcc-std-Y",-0.519047387875457
1,"WALKING",2,"tBodyAcc-std-Z",-0.589360062210596
1,"WALKING",4,"tBodyAcc-std-Z",-0.709492735962145
1,"WALKING",9,"tBodyAcc-std-Z",-0.506111776081806
1,"WALKING",10,"tBodyAcc-std-Z",-0.614776952226361
1,"WALKING",12,"tBodyAcc-std-Z",-0.699293531365625
1,"WALKING",13,"tBodyAcc-std-Z",-0.566126913374129
2,"WALKING_UPSTAIRS",1,"tBodyAcc-std-Z",-0.536504094358307
2,"WALKING_UPSTAIRS",13,"tBodyAcc-std-Z",-0.620895906571429
2,"WALKING_UPSTAIRS",18,"tBodyAcc-std-Z",-0.701596039615385
2,"WALKING_UPSTAIRS",20,"tBodyAcc-std-Z",-0.634787346548023
2,"WALKING_UPSTAIRS",24,"tBodyAcc-std-Z",-0.636497458900262
3,"WALKING_DOWNSTAIRS",1,"tBodyAcc-std-Z",-0.116902427035714
3,"WALKING_DOWNSTAIRS",3,"tBodyAcc-std-Z",-0.653625579293255
3,"WALKING_DOWNSTAIRS",5,"tBodyAcc-std-Z",-0.646443640175497
3,"WALKING_DOWNSTAIRS",6,"tBodyAcc-std-Z",-0.672512004586708
3,"WALKING_DOWNSTAIRS",7,"tBodyAcc-std-Z",-0.456473642256981
3,"WALKING_DOWNSTAIRS",8,"tBodyAcc-std-Z",-0.738588327088235
4,"SITTING",8,"tBodyAcc-std-Z",-0.363216848830168
4,"SITTING",11,"tBodyAcc-std-Z",-0.665324314227848
4,"SITTING",14,"tBodyAcc-std-Z",-0.29354271467452
4,"SITTING",15,"tBodyAcc-std-Z",-0.705706623868902
4,"SITTING",16,"tBodyAcc-std-Z",-0.603819902386066
4,"SITTING",17,"tBodyAcc-std-Z",-0.710765044595472
5,"STANDING",17,"tBodyAcc-std-Z",-0.531472983009709
5,"STANDING",19,"tBodyAcc-std-Z",-0.649184726556944
5,"STANDING",21,"tBodyAcc-std-Z",-0.669621813176471
5,"STANDING",22,"tBodyAcc-std-Z",-0.65508967878972
5,"STANDING",23,"tBodyAcc-std-Z",-0.450557203409946
5,"STANDING",25,"tBodyAcc-std-Z",-0.703620787552632
6,"LAYING",25,"tBodyAcc-std-Z",-0.358563807910448
6,"LAYING",26,"tBodyAcc-std-Z",-0.70498062744898
6,"LAYING",27,"tBodyAcc-std-Z",-0.68321532587766
6,"LAYING",28,"tBodyAcc-std-Z",-0.685821415026178
6,"LAYING",29,"tBodyAcc-std-Z",-0.606461283926453
6,"LAYING",30,"tBodyAcc-std-Z",-0.522643273772115
1,"WALKING",2,"tGravityAcc-mean-X",0.660782866688742
1,"WALKING",4,"tGravityAcc-mean-X",0.706593043123028
1,"WALKING",9,"tGravityAcc-mean-X",0.670845545555556
1,"WALKING",10,"tGravityAcc-mean-X",0.642905730306122
1,"WALKING",12,"tGravityAcc-mean-X",0.69922245131875
1,"WALKING",13,"tGravityAcc-mean-X",0.740673476960199
2,"WALKING_UPSTAIRS",1,"tGravityAcc-mean-X",0.730741616570533
2,"WALKING_UPSTAIRS",13,"tGravityAcc-mean-X",0.661059461587302
2,"WALKING_UPSTAIRS",18,"tGravityAcc-mean-X",0.716863248351648
2,"WALKING_UPSTAIRS",20,"tGravityAcc-mean-X",0.628040637177966
2,"WALKING_UPSTAIRS",24,"tGravityAcc-mean-X",0.69498126808399
3,"WALKING_DOWNSTAIRS",1,"tGravityAcc-mean-X",0.905800576071429
3,"WALKING_DOWNSTAIRS",3,"tGravityAcc-mean-X",0.707814353343108
3,"WALKING_DOWNSTAIRS",5,"tGravityAcc-mean-X",0.698153719072848
3,"WALKING_DOWNSTAIRS",6,"tGravityAcc-mean-X",0.688702063569231
3,"WALKING_DOWNSTAIRS",7,"tGravityAcc-mean-X",0.681289120844156
3,"WALKING_DOWNSTAIRS",8,"tGravityAcc-mean-X",0.61135636372549
4,"SITTING",8,"tGravityAcc-mean-X",0.668092950782123
4,"SITTING",11,"tGravityAcc-mean-X",0.730526184936709
4,"SITTING",14,"tGravityAcc-mean-X",0.672081224882353
4,"SITTING",15,"tGravityAcc-mean-X",0.688872511512195
4,"SITTING",16,"tGravityAcc-mean-X",0.700906130308743
4,"SITTING",17,"tGravityAcc-mean-X",0.730643531509434
5,"STANDING",17,"tGravityAcc-mean-X",0.617363413009709
5,"STANDING",19,"tGravityAcc-mean-X",0.475323016
5,"STANDING",21,"tGravityAcc-mean-X",0.645775957808824
5,"STANDING",22,"tGravityAcc-mean-X",0.609390874922118
5,"STANDING",23,"tGravityAcc-mean-X",0.662324737580645
5,"STANDING",25,"tGravityAcc-mean-X",0.617567726023392
6,"LAYING",25,"tGravityAcc-mean-X",0.95220845
6,"LAYING",26,"tGravityAcc-mean-X",0.615123534668367
6,"LAYING",27,"tGravityAcc-mean-X",0.627230079867021
6,"LAYING",28,"tGravityAcc-mean-X",0.62376789513089
6,"LAYING",29,"tGravityAcc-mean-X",0.683067625610465
6,"LAYING",30,"tGravityAcc-mean-X",0.696858200678851
1,"WALKING",2,"tGravityAcc-mean-Y",-0.147219886910411
1,"WALKING",4,"tGravityAcc-mean-Y",0.112591195496986
1,"WALKING",9,"tGravityAcc-mean-Y",-0.0467446999509028
1,"WALKING",10,"tGravityAcc-mean-Y",-0.0740248544557823
1,"WALKING",12,"tGravityAcc-mean-Y",0.029976775735
1,"WALKING",13,"tGravityAcc-mean-Y",-0.106657735422886
2,"WALKING_UPSTAIRS",1,"tGravityAcc-mean-Y",-0.0608347193134796
2,"WALKING_UPSTAIRS",13,"tGravityAcc-mean-Y",0.060921785015873
2,"WALKING_UPSTAIRS",18,"tGravityAcc-mean-Y",-0.01578199625
2,"WALKING_UPSTAIRS",20,"tGravityAcc-mean-Y",-0.0373059475847458
2,"WALKING_UPSTAIRS",24,"tGravityAcc-mean-Y",0.0729509702152231
3,"WALKING_DOWNSTAIRS",1,"tGravityAcc-mean-Y",-0.330026645
3,"WALKING_DOWNSTAIRS",3,"tGravityAcc-mean-Y",-0.0260590480328739
3,"WALKING_DOWNSTAIRS",5,"tGravityAcc-mean-Y",0.112313109736755
3,"WALKING_DOWNSTAIRS",6,"tGravityAcc-mean-Y",0.0162055455953846
3,"WALKING_DOWNSTAIRS",7,"tGravityAcc-mean-Y",-0.0420221452496753
3,"WALKING_DOWNSTAIRS",8,"tGravityAcc-mean-Y",0.174812965882353
4,"SITTING",8,"tGravityAcc-mean-Y",-0.0520150292813408
4,"SITTING",11,"tGravityAcc-mean-Y",0.0527387028613924
4,"SITTING",14,"tGravityAcc-mean-Y",-0.111701388781115
4,"SITTING",15,"tGravityAcc-mean-Y",0.102660491875
4,"SITTING",16,"tGravityAcc-mean-Y",-0.0605235993797814
4,"SITTING",17,"tGravityAcc-mean-Y",-0.0102539504528302
5,"STANDING",17,"tGravityAcc-mean-Y",-0.0226900198058252
5,"STANDING",19,"tGravityAcc-mean-Y",0.0964052626666667
5,"STANDING",21,"tGravityAcc-mean-Y",-0.0750963071446078
5,"STANDING",22,"tGravityAcc-mean-Y",0.0315098683115265
5,"STANDING",23,"tGravityAcc-mean-Y",0.0146209197354839
5,"STANDING",25,"tGravityAcc-mean-Y",0.0880683538245614
6,"LAYING",25,"tGravityAcc-mean-Y",-0.16165490480597
6,"LAYING",26,"tGravityAcc-mean-Y",0.10870478277551
6,"LAYING",27,"tGravityAcc-mean-Y",0.032242387143617
6,"LAYING",28,"tGravityAcc-mean-Y",-0.14757775521466
6,"LAYING",29,"tGravityAcc-mean-Y",0.115489757911628
6,"LAYING",30,"tGravityAcc-mean-Y",0.0512698188974987
1,"WALKING",2,"tGravityAcc-mean-Z",0.134865335090728
1,"WALKING",4,"tGravityAcc-mean-Z",0.164130896618297
1,"WALKING",9,"tGravityAcc-mean-Z",0.104353653032743
1,"WALKING",10,"tGravityAcc-mean-Z",0.0552047227876769
1,"WALKING",12,"tGravityAcc-mean-Z",0.0330295544910625
1,"WALKING",13,"tGravityAcc-mean-Z",0.0149105014577114
2,"WALKING_UPSTAIRS",1,"tGravityAcc-mean-Z",0.086953080507837
2,"WALKING_UPSTAIRS",13,"tGravityAcc-mean-Z",0.0911859822215079
2,"WALKING_UPSTAIRS",18,"tGravityAcc-mean-Z",0.0899901746593407
2,"WALKING_UPSTAIRS",20,"tGravityAcc-mean-Z",0.10723075947935
2,"WALKING_UPSTAIRS",24,"tGravityAcc-mean-Z",0.0623227714146982
3,"WALKING_DOWNSTAIRS",1,"tGravityAcc-mean-Z",-0.0941463448928571
3,"WALKING_DOWNSTAIRS",3,"tGravityAcc-mean-Z",0.0480937904190616
3,"WALKING_DOWNSTAIRS",5,"tGravityAcc-mean-Z",0.0921607197449904
3,"WALKING_DOWNSTAIRS",6,"tGravityAcc-mean-Z",0.0475199990906462
3,"WALKING_DOWNSTAIRS",7,"tGravityAcc-mean-Z",0.0342160711928604
3,"WALKING_DOWNSTAIRS",8,"tGravityAcc-mean-Z",0.172297590376696
4,"SITTING",8,"tGravityAcc-mean-Z",0.0331423877814525
4,"SITTING",11,"tGravityAcc-mean-Z",0.140209861246835
4,"SITTING",14,"tGravityAcc-mean-Z",-0.161179728291022
4,"SITTING",15,"tGravityAcc-mean-Z",0.0372897701757012
4,"SITTING",16,"tGravityAcc-mean-Z",0.0402075536234973
4,"SITTING",17,"tGravityAcc-mean-Z",-0.0471562589226415
5,"STANDING",17,"tGravityAcc-mean-Z",0.0580703614466019
5,"STANDING",19,"tGravityAcc-mean-Z",0.233011401195083
5,"STANDING",21,"tGravityAcc-mean-Z",0.0321851774362745
5,"STANDING",22,"tGravityAcc-mean-Z",0.23588786398215
5,"STANDING",23,"tGravityAcc-mean-Z",0.0518662466372043
5,"STANDING",25,"tGravityAcc-mean-Z",0.276947228143363
6,"LAYING",25,"tGravityAcc-mean-Z",0.0466790853059701
6,"LAYING",26,"tGravityAcc-mean-Z",0.234107010472449
6,"LAYING",27,"tGravityAcc-mean-Z",0.14116869604876
6,"LAYING",28,"tGravityAcc-mean-Z",-0.0469931021049738
6,"LAYING",29,"tGravityAcc-mean-Z",0.208215370043721
6,"LAYING",30,"tGravityAcc-mean-Z",0.184343178348037
1,"WALKING",2,"tGravityAcc-std-X",-0.963015508245033
1,"WALKING",4,"tGravityAcc-std-X",-0.962636979274448
1,"WALKING",9,"tGravityAcc-std-X",-0.958784666180556
1,"WALKING",10,"tGravityAcc-std-X",-0.965808126428571
1,"WALKING",12,"tGravityAcc-std-X",-0.96738343446875
1,"WALKING",13,"tGravityAcc-std-X",-0.966599756965174
2,"WALKING_UPSTAIRS",1,"tGravityAcc-std-X",-0.960106153793103
2,"WALKING_UPSTAIRS",13,"tGravityAcc-std-X",-0.968334171428571
2,"WALKING_UPSTAIRS",18,"tGravityAcc-std-X",-0.980138675796703
2,"WALKING_UPSTAIRS",20,"tGravityAcc-std-X",-0.958201862627119
2,"WALKING_UPSTAIRS",24,"tGravityAcc-std-X",-0.975329699658793
3,"WALKING_DOWNSTAIRS",1,"tGravityAcc-std-X",-0.957048614642857
3,"WALKING_DOWNSTAIRS",3,"tGravityAcc-std-X",-0.966457565630499
3,"WALKING_DOWNSTAIRS",5,"tGravityAcc-std-X",-0.964629108807947
3,"WALKING_DOWNSTAIRS",6,"tGravityAcc-std-X",-0.958898709015385
3,"WALKING_DOWNSTAIRS",7,"tGravityAcc-std-X",-0.956538178587662
3,"WALKING_DOWNSTAIRS",8,"tGravityAcc-std-X",-0.974031479117647
4,"SITTING",8,"tGravityAcc-std-X",-0.942988336793296
4,"SITTING",11,"tGravityAcc-std-X",-0.975394457689873
4,"SITTING",14,"tGravityAcc-std-X",-0.941245714736842
4,"SITTING",15,"tGravityAcc-std-X",-0.968733398628049
4,"SITTING",16,"tGravityAcc-std-X",-0.971156432131148
4,"SITTING",17,"tGravityAcc-std-X",-0.974188029698113
5,"STANDING",17,"tGravityAcc-std-X",-0.965554761165049
5,"STANDING",19,"tGravityAcc-std-X",-0.958290447861111
5,"STANDING",21,"tGravityAcc-std-X",-0.965586634460784
5,"STANDING",22,"tGravityAcc-std-X",-0.95850446411215
5,"STANDING",23,"tGravityAcc-std-X",-0.964393040295699
5,"STANDING",25,"tGravityAcc-std-X",-0.946597675643275
6,"LAYING",25,"tGravityAcc-std-X",-0.967471422238806
6,"LAYING",26,"tGravityAcc-std-X",-0.96781789994898
6,"LAYING",27,"tGravityAcc-std-X",-0.974620173404255
6,"LAYING",28,"tGravityAcc-std-X",-0.973873328062827
6,"LAYING",29,"tGravityAcc-std-X",-0.973282885843023
6,"LAYING",30,"tGravityAcc-std-X",-0.974319118563969
1,"WALKING",2,"tGravityAcc-std-Y",-0.960033560165563
1,"WALKING",4,"tGravityAcc-std-Y",-0.941416800167192
1,"WALKING",9,"tGravityAcc-std-Y",-0.949938115208333
1,"WALKING",10,"tGravityAcc-std-Y",-0.95452407255102
1,"WALKING",12,"tGravityAcc-std-Y",-0.9605729084375
1,"WALKING",13,"tGravityAcc-std-Y",-0.954139544527363
2,"WALKING_UPSTAIRS",1,"tGravityAcc-std-Y",-0.951687434539185
2,"WALKING_UPSTAIRS",13,"tGravityAcc-std-Y",-0.952585444126984
2,"WALKING_UPSTAIRS",18,"tGravityAcc-std-Y",-0.969542030412088
2,"WALKING_UPSTAIRS",20,"tGravityAcc-std-Y",-0.952506793418079
2,"WALKING_UPSTAIRS",24,"tGravityAcc-std-Y",-0.96089816664042
3,"WALKING_DOWNSTAIRS",1,"tGravityAcc-std-Y",-0.945034861071429
3,"WALKING_DOWNSTAIRS",3,"tGravityAcc-std-Y",-0.9445645371261
3,"WALKING_DOWNSTAIRS",5,"tGravityAcc-std-Y",-0.939973777950331
3,"WALKING_DOWNSTAIRS",6,"tGravityAcc-std-Y",-0.9509348864
3,"WALKING_DOWNSTAIRS",7,"tGravityAcc-std-Y",-0.955312554090909
3,"WALKING_DOWNSTAIRS",8,"tGravityAcc-std-Y",-0.955704837284314
4,"SITTING",8,"tGravityAcc-std-Y",-0.944310386480447
4,"SITTING",11,"tGravityAcc-std-Y",-0.957138770727848
4,"SITTING",14,"tGravityAcc-std-Y",-0.942377305312693
4,"SITTING",15,"tGravityAcc-std-Y",-0.956369493993902
4,"SITTING",16,"tGravityAcc-std-Y",-0.964727519945355
4,"SITTING",17,"tGravityAcc-std-Y",-0.960680171396226
5,"STANDING",17,"tGravityAcc-std-Y",-0.95399856
5,"STANDING",19,"tGravityAcc-std-Y",-0.95925383425
5,"STANDING",21,"tGravityAcc-std-Y",-0.969330818455882
5,"STANDING",22,"tGravityAcc-std-Y",-0.957323093436449
5,"STANDING",23,"tGravityAcc-std-Y",-0.960318907096774
5,"STANDING",25,"tGravityAcc-std-Y",-0.892577652526316
6,"LAYING",25,"tGravityAcc-std-Y",-0.944533584477612
6,"LAYING",26,"tGravityAcc-std-Y",-0.959713562227041
6,"LAYING",27,"tGravityAcc-std-Y",-0.972505174787234
6,"LAYING",28,"tGravityAcc-std-Y",-0.960365626256545
6,"LAYING",29,"tGravityAcc-std-Y",-0.964643161017442
6,"LAYING",30,"tGravityAcc-std-Y",-0.952288292767624
